store_id,status,timestamp_utc
8419537941919820732,active,2023-01-22 12:09:39.388884 UTC
54515546588432327,active,2023-01-24 09:06:42.605777 UTC
8377465688456570187,active,2023-01-24 09:07:26.441407 UTC
5955337179846162144,active,2023-01-24 09:08:07.634899 UTC
1169347689335808384,active,2023-01-24 09:08:18.436854 UTC
3739729523266121270,active,2023-01-24 09:08:23.138922 UTC
